ADDRESS,PRINCIPAL DUE, 
241 JEFFERSON ST ,2049.66, 
241 N ROBINSON ST ,7662.75, 
241 W DUVAL ST ,6269.46, 
2410 N 26TH ST ,2698.17, 
2410 N OPAL ST ,1606.13, 
2411 N 17TH ST ,1455.52, 
2411 N 27TH ST ,2635.27, 
2411 N CLARION ST ,1147.26, 
2411 N MYRTLEWOOD ST ,1145.38, 
2411 S 72ND ST ,682.79, 
2411 WHARTON ST ,1270.88, 
2413 N 17TH ST ,2932.48, 
2413 N 27TH ST ,2637, 
2414 N OPAL ST ,3673.5, 
2414 N PATTON ST ,5609.22, 
2415 N 27TH ST ,2862.4, 
2415 W OAKDALE ST ,4419.01, 
2415 W TORONTO ST ,6879.44, 
2416 S FRAZIER ST ,13207.91, 
2416 W HUNTING PARK AVE ,1739.52, 
2416 W LEHIGH AVE ,1538.99, 
2417 N 27TH ST ,3367.2, 
2418 DURFOR ST ,6375.37, 
2418 MIFFLIN ST ,6900.44, 
2418 N 13TH ST ,1563.76, 
2418 W HUNTING PARK AVE ,1372.55, 
2419 CLIFFORD ST ,1051.46, 
2419 GAUL ST ,1140.65, 
2419 N PATTON ST ,1089.96, 
2419 S 61ST ST ,6252.85, 
2419 S OPAL ST ,15717.83, 
242 S 59TH ST ,7956.95, 
242 S CECIL ST ,2657.15, 
2420 W HUNTING PARK AVE ,6691.37, 
2421 N 18TH ST ,498.82, 
2421 N BANCROFT ST ,1480.24, 
2422 N 33RD ST ,3511.37, 
2422 N PARK AVE ,486.57, 
2422 W HUNTING PARK AVE ,8050.69, 
2423 JEFFERSON ST ,3134.96, 
2423 N COLORADO ST ,1331.66, 
2423 N HOLLYWOOD ST ,2486.07, 
2423 W HAGERT ST ,5634.25, 
2424 N 26TH ST ,2597.33, 
2424 N PARK AVE ,2038.64, 
2425 DOUGLAS ST ,1844.67, 
2425 RITNER ST ,9282.42, 
2425 W LEHIGH AVE ,4222.59, 
2425 W MONTGOMERY AVE ,863.27, 
2426 ARLINGTON ST ,3901.65, 
2426 N 33RD ST ,146.81, 
2426 W SERGEANT ST ,357.25, 
2427 E CLEARFIELD ST ,7663.99, 
2427 N 31ST ST ,4012.87, 
2427 N CARLISLE ST ,632.03, 
2429 JASPER ST ,3391.59, 
2429 KENSINGTON AVE ,1434.58, 
243 W SCHOOL HOUSE LN ,10308.59, 
243 W WESTMORELAND ST ,1701.44, 
2430 JEFFERSON ST ,6775.01, 
2430 N 25TH ST ,5669.33, 
2430 N 26TH ST ,4977.18, 
2430 N CLARION ST ,347.97, 
2430 N CORLIES ST ,3780.81, 
2430 N GARNET ST ,3736.7, 
2430 W SEDGLEY AVE ,2536.22, 
2431 W HAROLD ST ,1520.7, 
2433 N 19TH ST ,471.38, 
2433 N 33RD ST ,152.24, 
2434 N HOLLYWOOD ST ,2919.88, 
2435 N COLORADO ST ,3993.11, 
2435 N REESE ST ,815.5, 
2435 W OAKDALE ST ,1065.47, 
2436 N 29TH ST ,1675.99, 
2436 N CLEVELAND ST ,2306.39, 
2436 S FRAZIER ST ,8049.62, 
2437 S 04TH ST ,44113.33, 
2437 W FIRTH ST ,2607.94, 
2437 W TORONTO ST ,6901.86, 
2438 79TH AVE ,10618.77, 
2438 S ALDER ST ,3437.56, 
2439 E HUNTINGDON ST ,1377.64, 
2439 MEMPHIS ST ,4318.44, 
2439 N NAPA ST ,4543.47, 
2440 CLIFFORD ST ,1219.1, 
2440 N NAPA ST ,3983.72, 
2440 W ALLEGHENY AVE ,3479.52, 
2440 W FIRTH ST ,2426.98, 
2441 CECIL B MOORE AVE ,1788.47, 
2441 MEMPHIS ST ,2860.84, 
2441 N 30TH ST ,4952.3, 
2442 W SEDGLEY AVE ,3564.86, 
2443 N 02ND ST ,6925.87, 
2443 N 10TH ST ,90.97, 
2443 N NATRONA ST ,528.15, 
2444 N 20TH ST ,1033.65, 
2444 N NATRONA ST ,3491.81, 
2445 RIDGE AVE ,3713.37, 
2446 N BOUVIER ST ,3312.7, 
2447 N STANLEY ST ,2637.86, 
2447 W FIRTH ST ,691.63, 
2448 N 30TH ST ,1699.97, 
2448 SEPVIVA ST ,8718.13, 
245 W CLARKSON AVE ,7464.76, 
2450 HARLAN ST ,1358.32, 
2450 N CORLIES ST ,2051.09, 
2450 S LEE ST ,7.93, 
2451 GRANT AVE ,0, 
2451 N BOUVIER ST ,2393.12, 
2451 N CARLISLE ST ,2663.26, 
2451 SEYBERT ST ,5127.59, 
2451 W BERKS ST ,201.69, 
2452 BRYN MAWR AVE ,10415.97, 
2452 S MILLICK ST ,1446.16, 
2452 W TORONTO ST ,8751.13, 
2453 N HOLLYWOOD ST ,1728.12, 
2453 N NATRONA ST ,1128.5, 
2454 N BOUVIER ST ,2257.35, 
2455 N NAPA ST ,3215.72, 
2456 N OPAL ST ,2145.38, 
2457 N 05TH ST ,2668.85, 
2457 N PATTON ST ,1254.62, 
2459 N GARNET ST ,4766.68, 
246 S 52ND ST ,6234.69, 
2460 N 28TH ST ,1871.32, 
2462 N HOLLYWOOD ST ,2357.75, 
2464 N COLORADO ST ,3190.25, 
2466 N COLORADO ST ,1670.84, 
2466 N GRATZ ST ,4481.69, 
2466 N STANLEY ST ,4298.21, 
2469 N BOUVIER ST ,563.7, 
247 E HAINES ST ,3450.56, 
247 N 52ND ST ,3412.71, 
247 N JUNIPER ST ,37788.98, 
2470 CORAL ST ,1686.94, 
2471 N COLORADO ST ,2763.57, 
2471 N NEWKIRK ST ,2737.54, 
2478 FRANKFORD AVE ,0, 
249 ZERALDA ST ,5080.43, 
2499 77TH AVE ,11818.56, 
25 HIGH ST ,21016.07, 
25 S 54TH ST ,419.68, 
25 SOLAR WAY ,1372.55, 
250 N 61ST ST ,0, 
2500 N 32ND ST ,3542.28, 
2500 W LEHIGH AVE ,2868.8, 
2500 W SEDGLEY AVE ,1944.48, 
2500 WHARTON ST ,17209.01, 
2501 N 18TH ST ,3575.9, 
2501 N 32ND ST ,2852.56, 
2501 W OAKDALE ST ,6257.02, 
2502 S CAMAC ST ,4621.34, 
2503 N 18TH ST ,2677.62, 
2503 W SELTZER ST ,1026.56, 
2504 N ALDER ST ,186.99, 
2504 W STERNER ST ,2458.3, 
2505 HARLAN ST ,1476.76, 
2505 N 18TH ST ,1140.22, 
2505 S AMERICAN ST ,3600.23, 
2505 S HANCOCK ST ,7387.76, 
2506 N ALDER ST ,464.66, 
2506 N LEE ST ,159.74, 
2506 N LEITHGOW ST ,1675.29, 
2507 N 17TH ST ,4214.33, 
2507 N 28TH ST ,4860.75, 
2507 N GARNET ST ,2408.27, 
2507 N OPAL ST ,2688.79, 
2507 W SOMERSET ST ,3130.39, 
2508 N 02ND ST ,3050.16, 
2508 S 58TH ST ,3735.67, 
2509 GRAYS FERRY AVE ,3382.99, 
2509 N 29TH ST ,1662.62, 
2509 N CORLIES ST ,4374.67, 
2509 N REESE ST ,1054.76, 
2509 S 62ND ST ,8936.86, 
2509 W YORK ST ,8856.68, 
251 E UPSAL ST ,3580.29, 
251 S 50TH ST ,13843.25, 
2510 S 62ND ST ,3967.3, 
2510 TURNER ST ,280.91, 
2510 W SELTZER ST ,1023.33, 
2510 W STERNER ST ,2341.13, 
2511 N 12TH ST ,2366.21, 
2511 N 19TH ST ,2772.01, 
2511 N HOLLYWOOD ST ,2503.22, 
2511 W YORK ST ,10288.02, 
2512 HOLBROOK ST ,1050.26, 
2512 N 27TH ST ,4125.31, 
2512 N CORLIES ST ,1179.52, 
2512 N NAPA ST ,5277.35, 
2513 N 05TH ST ,1181.46, 
2513 N BANCROFT ST ,249.38, 
2513 W SELTZER ST ,1130.39, 
2514 N 25TH ST ,8352.13, 
2514 S GROSS ST ,2858.16, 
2514 S MILLICK ST ,7071.22, 
2514 W GORDON ST ,3276.68, 
2514 W OXFORD ST ,5099.47, 
2515 N 20TH ST ,4997.82, 
2515 N STANLEY ST ,227.99, 
2515 S SHERIDAN ST ,7176.93, 
2515 W SOMERSET ST ,4775.83, 
2516 DOUGLAS ST ,1579.31, 
2516 N 25TH ST ,4789.65, 
2516 S 07TH ST ,1392.34, 
2516 S HOWARD ST ,1480.08, 
2517 CECIL B MOORE AVE ,2069.5, 
2517 HARLAN ST ,1325.59, 
2517 N 26TH ST ,2813.93, 
2517 N BANCROFT ST ,534.01, 
2517 N DOVER ST ,774.99, 
2517 N LEE ST ,1475.01, 
2517 S CAMAC ST ,4882.35, 
2517 W SOMERSET ST ,10744.61, 
2518 CECIL B MOORE AVE ,4502.61, 
2518 HOLBROOK ST ,1050.26, 
2518 N NAPA ST ,3966.15, 
2518 W DAKOTA ST ,1377.05, 
2519 N 33RD ST ,456.5, 
2519 N BANCROFT ST ,3865.39, 
2519 W GORDON ST ,2189.38, 
252 S 55TH ST ,5582.48, 
2520 ARAMINGO AVE ,0, 
2520 MASTER ST ,1994.7, 
2520 N 32ND ST ,4411.66, 
2520 N CORLIES ST ,1412.43, 
2520 TURNER ST ,1141.13, 
2520 W DAKOTA ST ,1709.72, 
2521 ANNIN ST ,1027.61, 
2521 W THOMPSON ST ,4058.57, 
2522 N 02ND ST ,893.68, 
2522 RIDGE AVE ,3292.4, 
2523 N 24TH ST ,2928.7, 
2523 N 29TH ST ,466.1, 
2523 S 07TH ST ,4518.55, 
2523 W DAUPHIN ST ,3159.49, 
2524 HOLBROOK ST ,1050.26, 
2524 N 02ND ST ,705.36, 
2524 N 25TH ST ,3164.22, 
2524 N CORLIES ST ,3003.53, 
2524 W MONTGOMERY AVE ,5559.08, 
2525 HOPE ST ,68.44, 
2525 S 71ST ST ,9365.43, 
2525 SHELMIRE AVE ,37.66, 
2525 WELSH RD ,0, 
2526 ALTER ST ,1050.26, 
2526 E DAUPHIN ST ,8396.15, 
2526 HOLBROOK ST ,1050.26, 
2526 N 02ND ST ,705.36, 
2526 N 32ND ST ,1867.25, 
2526 N MARSHALL ST ,1947.34, 
2526 W OAKDALE ST ,4422.32, 
2527 JEFFERSON ST ,0, 
2527 N STANLEY ST ,3165.95, 
2527 W SELTZER ST ,3706.98, 
2528 HOLBROOK ST ,1050.26, 
2528 MASTER ST ,8483.11, 
2528 N 33RD ST ,896.54, 
2528 W ARIZONA ST ,720.99, 
2529 N 09TH ST ,509.5, 
2529 N LEE ST ,2283.29, 
2529 N WARNOCK ST ,769.67, 
2529 S SHERIDAN ST ,4893.61, 
2529 SALMON ST ,2409.71, 
2529 W MONTGOMERY AVE ,2573.67, 
253 E MOUNT PLEASANT AVE ,18246.88, 
253 E PENN ST ,2636.44, 
253 W WESTMORELAND ST ,2777.59, 
2530 INGERSOLL ST ,2001.52, 
2530 N MARSTON ST ,3459.55, 
2530 N NAPA ST ,4460.16, 
2530 N SARTAIN ST ,1543.95, 
2531 W SELTZER ST ,3821.37, 
2532 N BROAD ST ,6327.05, 
2533 N 29TH ST ,2425.18, 
2533 N JESSUP ST ,1686.88, 
2533 PALETHORP ST ,272.86, 
2534 MANTON ST ,1450.03, 
2534 N DOVER ST ,4274.76, 
2534 N LEE ST ,2192.52, 
2534 W HAROLD ST ,2519.55, 
2534 W LEHIGH AVE ,6876.35, 
2536 HOLBROOK ST ,525.14, 
2536 N DOVER ST ,4055.8, 
2537 N 26TH ST ,4070.06, 
2537 N 34TH ST ,3237.4, 
2537 N JESSUP ST ,969.99, 
2538 N 11TH ST ,1057.46, 
2538 N 28TH ST ,2419.41, 
2538 N HANCOCK ST ,1454.69, 
2538 N STANLEY ST ,1811.22, 
2538 S DARIEN ST ,2381.47, 
2538 TASKER ST ,1557.73, 
2539 N WATER ST ,1199.58, 
2539 W SELTZER ST ,1764.41, 
254 S 45TH ST ,2692.61, 
2540 ARAMINGO AVE ,0, 
2540 COLLINS ST ,2726.04, 
2540 N 28TH ST ,2919.79, 
2540 W OAKDALE ST ,3439.98, 
2541 N 29TH ST ,1708.07, 
2541 N CHADWICK ST ,2623.28, 
2541 N HUTCHINSON ST ,271.46, 
2541 N WATER ST ,2206.58, 
2541 S SHERIDAN ST ,6399.14, 
2542 N MARSHALL ST ,1907.2, 
2542 PALETHORP ST ,905.03, 
2543 NICHOLAS ST ,501.79, 
2544 N 31ST ST ,3930, 
2544 W MONTGOMERY AVE ,4834.77, 
2545 N JESSUP ST ,976.99, 
2545 SHIELDS ST ,9104.04, 
2545 W ARIZONA ST ,2448.33, 
2546 N SYDENHAM ST ,2940.17, 
2546 S 09TH ST ,1370.74, 
2547 W SILVER ST ,2017.45, 
2548 CECIL B MOORE AVE ,1011.86, 
2548 N NATRONA ST ,3387.41, 
2549 N CHADWICK ST ,2024.22, 
2549 N LEE ST ,2496.44, 
2549 N NATRONA ST ,2620.04, 
255 S 53RD ST ,12034.58, 
2552 S MARSHALL ST ,0, 
2552 SALMON ST ,197.37, 
2553 N BANCROFT ST ,2835.58, 
2553 N FAIRHILL ST ,1602.21, 
2553 N NAPA ST ,3370.09, 
2553 N STANLEY ST ,3215.17, 
2554 N 32ND ST ,288.18, 
2555 S 67TH ST ,0, 
2555 W SILVER ST ,225.71, 
2556 KERN ST ,1637.85, 
2557 N 29TH ST ,1198.64, 
2558 N CLEVELAND ST ,4710.72, 
2558 N COLORADO ST ,2925.24, 
256 APSLEY ST ,9433.57, 
256 E WILLOW GROVE AVE ,20969.66, 
2561 N 16TH ST ,1889.97, 
2562 N 31ST ST ,4106.25, 
2562 N MYRTLEWOOD ST ,2904.01, 
2565 N BANCROFT ST ,3437.08, 
2565 N PATTON ST ,1052.43, 
2567 N HOLLYWOOD ST ,4800.11, 
2568 N STANLEY ST ,2274.9, 
2569 N STANLEY ST ,1313.5, 
257 E PENN ST ,2636.44, 
257 E UPSAL ST ,3580.29, 
2574 TULIP ST ,396.8, 
258 PARKER AVE ,82262.36, 
259 E PENN ST ,2636.44, 
260 PARKER AVE ,82262.36, 
260 W SEYMOUR ST ,44.53, 
2600 SYLMAR ST ,3519.01, 
2601 MANTON ST ,1374.06, 
2601 N 23RD ST ,2382.93, 
2601 N STANLEY ST ,5122.02, 
2601 S 07TH ST ,5237.33, 
2601 S 58TH ST ,0, 
2601 W SELTZER ST ,6606.94, 
2601 W STERNER ST ,5182.61, 
2603 ELLSWORTH ST ,1655.08, 
2603 N 12TH ST ,1669.37, 
2603 N 27TH ST ,1823.54, 
2604 CECIL B MOORE AVE ,1906.71, 
2604 N 29TH ST ,3357.19, 
2605 ELLSWORTH ST ,780.91, 
2605 N 09TH ST ,1909.67, 
2605 W FLETCHER ST ,4139.55, 
2606 N MYRTLEWOOD ST ,5283.39, 
2607 W FLETCHER ST ,5562.22, 
2608 N 31ST ST ,3682.23, 
2609 N CORLIES ST ,568.89, 
261 W WENSLEY ST ,264.58, 
2610 W YORK ST ,2626.11, 
2611 JEFFERSON ST ,3035.08, 
2611 N 33RD ST ,1700.01, 
2611 N SARTAIN ST ,512.7, 
2611 N WARNOCK ST ,913.48, 
2612 GERRITT ST ,2167.05, 
2612 MIFFLIN ST ,1250.69, 
2613 CECIL B MOORE AVE ,2321.68, 
2613 DEACON ST ,2021.91, 
2613 ELLSWORTH ST ,2649.58, 
2614 S 60TH ST ,5259.4, 
2616 W CUMBERLAND ST ,5525.59, 
2617 N 12TH ST ,2156.21, 
2617 S 10TH ST ,4211.82, 
2617 WHARTON ST ,2510.58, 
2618 ANNIN ST ,1088.43, 
2618 N 28TH ST ,6789.96, 
2618 SEARS ST ,1119.44, 
2619 POTTER ST ,1312.93, 
262 W ONTARIO ST ,883.7, 
2620 SEARS ST ,1421.18, 
2621 GERRITT ST ,3038.04, 
2623 N HOLLYWOOD ST ,201.08, 
2623 N HUTCHINSON ST ,269.98, 
2623 S WARNOCK ST ,14898.76, 
2623 W SELTZER ST ,732.27, 
2624 EMERALD ST ,511.28, 
2624 N 29TH ST ,6506.76, 
2625 E HUNTINGDON ST ,1554.16, 
2625 N 29TH ST ,763.13, 
2625 N CORLIES ST ,777.61, 
2626 HOBSON ST ,6491.6, 
2626 ISLAND AVE ,10075.6, 
2626 LATONA ST ,1232.64, 
2627 S JESSUP ST ,3820.82, 
2628 N 09TH ST ,1233.75, 
2628 N CHADWICK ST ,1624.31, 
2629 N BOUVIER ST ,2965.54, 
2629 N COLORADO ST ,3599.61, 
2629 WATERLOO ST ,36.58, 
263 E PENN ST ,2636.44, 
2630 N 30TH ST ,803.95, 
2630 N 33RD ST ,5118.62, 
2630 W HUNTINGDON ST ,4878.52, 
2631 SEPVIVA ST ,2149.6, 
2633 N BOUVIER ST ,3256.22, 
2633 N DARIEN ST ,1253.7, 
2633 W GORDON ST ,852.25, 
2633 WATERLOO ST ,702.51, 
2634 E THOMPSON ST ,3253.1, 
2635 N CORLIES ST ,977.82, 
2635 W OAKDALE ST ,4602.87, 
2636 N COLORADO ST ,2686.62, 
2636 OAKFORD ST ,4964.06, 
2636 W SILVER ST ,1217.59, 
2636 WATERLOO ST ,735.48, 
2637 N ORIANNA ST ,1307.63, 
2638 N MYRTLEWOOD ST ,5215.25, 
2639 N 27TH ST ,2251.61, 
2639 S FAIRHILL ST ,1221.63, 
2639 W ARIZONA ST ,2974.89, 
2640 N 09TH ST ,1054.56, 
2641 N DARIEN ST ,380.96, 
2642 N HOLLYWOOD ST ,3915.97, 
2643 EARP ST ,1256.08, 
2643 S FELTON ST ,8886.75, 
2645 AGATE ST ,1120.21, 
2645 N 31ST ST ,2155.75, 
2646 REED ST ,3146.98, 
2647 EARP ST ,1593.93, 
2647 N HOLLYWOOD ST ,4224.01, 
2647 S 07TH ST ,2320.44, 
2649 N CHADWICK ST ,2295.77, 
2649 N COLORADO ST ,1743.41, 
2649 N CORLIES ST ,1353.18, 
265 E PENN ST ,2636.44, 
265 E QUEEN LN ,4772.18, 
2650 SYLMAR ST ,0, 
2651 N CHADWICK ST ,1940.67, 
2652 N 16TH ST ,480.23, 
2653 S 02ND ST ,7254.15, 
2653 W SELTZER ST ,3484.09, 
2654 W SILVER ST ,4424.15, 
2656 N 07TH ST ,140.89, 
2661 N 28TH ST ,2499.47, 
2662 N 16TH ST ,329.25, 
2666 N ORKNEY ST ,363.48, 
2678 DEACON ST ,2719.54, 
269 W THAYER ST ,552.6, 
2699 COLLINS ST ,1621.03, 
27 N 54TH ST ,8138.46, 
27 S 44TH ST ,2203.96, 
27 S 53RD ST ,12516.56, 
27 S 54TH ST ,113.19, 
27 S 61ST ST ,450.09, 
27 SOLAR WAY ,1041.45, 
270 S ALDEN ST ,6617.44, 
2700 GERMANTOWN AVE ,26981.73, 
2701 MORRIS ST ,958.48, 
2701 REED ST ,3894.3, 
2701 S 58TH ST ,2025.05, 
2702 S MARSHALL ST ,4414.68, 
2703 W BERKS ST ,216.47, 
2710 N HEMBERGER ST ,3597.27, 
2710 W SELTZER ST ,24.46, 
2712 N FAIRHILL ST ,3077.1, 
2712 W SUSQUEHANNA AVE ,1953.34, 
2713 JEFFERSON ST ,4253.25, 
2713 N 29TH ST ,5193.36, 
2714 N 08TH ST ,549.51, 
2715 E SOMERSET ST ,4148.28, 
2715 MEYER PL ,326.26, 
2715 N 11TH ST ,2847.13, 
2715 N 29TH ST ,5464.12, 
2715 OAKFORD ST ,5063.82, 
2716 N 16TH ST ,8873.86, 
2716 N 28TH ST ,637.59, 
2716 N HEMBERGER ST ,1417.32, 
2717 N REESE ST ,2692.92, 
2717 W ALLEGHENY AVE ,0, 
2718 N HOLLYWOOD ST ,1317.51, 
2719 E ALLEGHENY AVE ,1368.52, 
2719 N 17TH ST ,3245.25, 
2719 N HICKS ST ,3373.05, 
2719 W ALBERT ST ,4872.09, 
2719 W LEHIGH AVE ,3610.88, 
2720 JUDSON ST ,6286.53, 
2720 N 16TH ST ,4501.15, 
2720 N HEMBERGER ST ,6617.17, 
2721 EARP ST ,2542.4, 
2721 N 19TH ST ,7941.13, 
2721 N 45TH ST ,15635.38, 
2721 W ALLEGHENY AVE ,10245.89, 
2721 WEBB ST ,2455.2, 
2722 N DOVER ST ,4145.48, 
2722 N HEMBERGER ST ,5503.04, 
2722 S MARSHALL ST ,2649.58, 
2723 N 16TH ST ,10254.82, 
2723 W LEHIGH AVE ,1463.1, 
2724 N MARVINE ST ,2269.48, 
2724 N TAYLOR ST ,2597.87, 
2725 N 16TH ST ,2802.31, 
2725 OAKFORD ST ,1088.43, 
2725 W STILES ST ,814.53, 
2727 N 06TH ST ,3434.66, 
2727 N NEWKIRK ST ,3597.47, 
2728 N 13TH ST ,2713.46, 
2728 N 16TH ST ,1258.18, 
2729 C ST ,1160.22, 
2729 GERMANTOWN AVE ,5419.06, 
2729 N GARNET ST ,5070.62, 
2729 W SILVER ST ,4357.53, 
2730 N 12TH ST ,3026.4, 
2730 N TAYLOR ST ,1961.62, 
2730 S RANDOLPH ST ,10903.53, 
2731 CECIL B MOORE AVE ,3860.85, 
2731 FEDERAL ST ,2637.76, 
2731 FRANKFORD AVE ,70130.79, 
2731 N HOLLYWOOD ST ,1541.86, 
2732 N NEWKIRK ST ,921.11, 
2733 LATONA ST ,1555.07, 
2734 LATONA ST ,1657.83, 
2735 W EYRE ST ,1394.79, 
2735 W OAKDALE ST ,318.93, 
2736 N 05TH ST ,2726.04, 
2736 N OPAL ST ,6104.52, 
2736 S 07TH ST ,6211.56, 
2736 W EYRE ST ,1341.02, 
2737 W MONTGOMERY AVE ,5858.25, 
2739 JEFFERSON ST ,387.04, 
2739 N 09TH ST ,2355.32, 
274 PARKER AVE ,82262.36, 
2740 N BONSALL ST ,6141.68, 
2740 N TAYLOR ST ,1672.03, 
2742 N HOWARD ST ,2314.64, 
2742 N TAYLOR ST ,1282.56, 
2743 N DARIEN ST ,1922.87, 
2743 N MARVINE ST ,579.18, 
2743 W SELTZER ST ,1232.42, 
2744 OAKFORD ST ,5453.89, 
2746 N DARIEN ST ,898.1, 
2746 N RINGGOLD ST ,1250.92, 
2747 COMLY RD ,565.99, 
2747 N NEWKIRK ST ,4830.87, 
2747 WHARTON ST ,5120.38, 
2751 C ST ,5918.52, 
2751 N 25TH ST ,1752.06, 
2751 N FRONT ST ,21.56, 
2752 N 23RD ST ,10263.13, 
2754 EMERALD ST ,441.52, 
2754 N DOVER ST ,1538.13, 
2754 N NEWKIRK ST ,2383.39, 
2756 N BONSALL ST ,6617.18, 
2757 HELEN ST ,1524.09, 
2758 N TAYLOR ST ,2374.28, 
2759 N CROSKEY ST ,5712.28, 
2762 N 24TH ST ,2247.63, 
2762 N HEMBERGER ST ,6617.17, 
2763 N 24TH ST ,3451.76, 
2764 N HEMBERGER ST ,6111.09, 
2766 JUDSON ST ,6286.53, 
2767 N 25TH ST ,2757.84, 
2769 N 25TH ST ,2712.83, 
2769 N HEMBERGER ST ,6254.58, 
277 W MOUNT PLEASANT AVE ,366.69, 
2770 JASPER ST ,4596.41, 
2776 MARTHA ST ,2323.97, 
280 PARKER AVE ,82262.36, 
280 S ALDEN ST ,109.08, 
2800 N 24TH ST ,1409.3, 
2801 GERMANTOWN AVE ,9557.46, 
2801 HOPE ST ,1003.32, 
2803 N 13TH ST ,2840.67, 
2803 N FAIRHILL ST ,9062.05, 
2805 N 22ND ST ,1918.13, 
2805 WHARTON ST ,1117.25, 
2806 HOPE ST ,3126.61, 
2808 C ST ,3435.21, 
2808 FRANKFORD AVE ,8011.1, 
2808 N BAMBREY ST ,5634.36, 
2809 JEFFERSON ST ,1965.28, 
2809 MASTER ST ,64558.7, 
2809 N 25TH ST ,5787.61, 
2809 N HANCOCK ST ,3781.89, 
2810 FRANKFORD AVE ,8011.1, 
2810 MASTER ST ,5445.51, 
2811 MUTTER ST ,1977.95, 
2811 N 09TH ST ,3118.7, 
2811 N 20TH ST ,8262.81, 
2811 N CROSKEY ST ,2146.68, 
2812 C ST ,6323.69, 
2812 S CAMAC ST ,7417.81, 
2813 W LEHIGH AVE ,9980.86, 
2813 WHARTON ST ,1028.7, 
2814 CEDAR ST ,955.86, 
2814 N 25TH ST ,8031.84, 
2815 HOPE ST ,780.77, 
2815 N 12TH ST ,1517.91, 
2816 HOPE ST ,1762.45, 
2816 N 20TH ST ,10090.19, 
2816 N CROSKEY ST ,5040.28, 
2816 N LEE ST ,1184.68, 
2816 W CLEMENTINE ST ,4477.57, 
2817 N 20TH ST ,11021.01, 
2817 N BAMBREY ST ,1647.5, 
2817 N HUTCHINSON ST ,384.99, 
2817 N TANEY ST ,3325.37, 
2817 N TAYLOR ST ,3970.47, 
2818 BELGRADE ST ,10543.85, 
2818 N REESE ST ,2148.49, 
2821 N HOWARD ST ,3056.75, 
2821 S MARSHALL ST ,10249.22, 
2822 JASPER ST ,29767.14, 
2823 W HAROLD ST ,3563.78, 
2824 W CLEMENTINE ST ,6491.88, 
2825 MASCHER ST ,3715.32, 
2825 ORMES ST ,6295.81, 
2826 JUDSON ST ,2082.66, 
2827 N RINGGOLD ST ,7018, 
2828 N 24TH ST ,4773.11, 
2828 N HUTCHINSON ST ,1971.47, 
2828 W OXFORD ST ,4519.05, 
2828 W STILES ST ,3890.05, 
2832 N 11TH ST ,1217.65, 
2832 W ALBERT ST ,4324.85, 
2833 N 05TH ST ,3769.91, 
2833 N NEWKIRK ST ,1225.43, 
2833 PALETHORP ST ,3190.04, 
2833 WATERLOO ST ,1058.45, 
2834 ARAMINGO AVE ,9862.76, 
2835 AGATE ST ,2039.49, 
2836 S FAIRHILL ST ,2410.88, 
2837 JACKSON ST ,2893.37, 
2837 N FRONT ST ,934.11, 
2837 N OPAL ST ,4419.03, 
2838 N 22ND ST ,13495.17, 
2838 N 26TH ST ,2341.97, 
2838 N BAILEY ST ,2559.66, 
2838 W STILES ST ,4246.43, 
2839 N 28TH ST ,8002.36, 
2839 ROSEHILL ST ,5140.9, 
2839 W CLEARFIELD ST ,10451.68, 
284 PARKER AVE ,82262.36, 
2840 CECIL B MOORE AVE ,898.06, 
2840 N 22ND ST ,9470.78, 
2840 N TAYLOR ST ,12780.53, 
2842 WATERLOO ST ,2385.58, 
2843 C ST ,472.59, 
2843 N MARSTON ST ,5428.34, 
2844 HOPE ST ,870.05, 
2844 N MARSHALL ST ,522.34, 
2844 N TAYLOR ST ,3502.71, 
2844 WATERLOO ST ,2111.7, 
2845 N 13TH ST ,4260.68, 
2845 N RINGGOLD ST ,5731.42, 
2845 PALETHORP ST ,2432.81, 
2845 W HUNTINGDON ST ,4430.87, 
2847 N 13TH ST ,2425.71, 
2848 S 17TH ST ,1184.22, 
2848 SNYDER AVE ,10626.45, 
2849 N 13TH ST ,151.59, 
2849 N MARSTON ST ,4264.41, 
2849 N STILLMAN ST ,9217.04, 
2850 GERMANTOWN AVE ,31820.68, 
2851 N 13TH ST ,4332.07, 
2851 N TANEY ST ,9290.52, 
2851 TULIP ST ,9394.23, 
2852 N 26TH ST ,9080.8, 
2853 N BAILEY ST ,1403.21, 
2853 N FRANKLIN ST ,2074.02, 
2854 HOPE ST ,649.41, 
2854 N 03RD ST ,826.52, 
2856 HOPE ST ,838.69, 
2856 N GARNET ST ,4909.47, 
2856 TULIP ST ,8492.69, 
2857 N 04TH ST ,2496.29, 
2858 N BONSALL ST ,2843.35, 
2858 N TAYLOR ST ,6999.75, 
2860 N REESE ST ,4543.83, 
2861 N 28TH ST ,3939.38, 
2861 STOUTON ST ,5582.38, 
2862 N 25TH ST ,5754.47, 
2862 N ORKNEY ST ,1009.64, 
29 E MOUNT AIRY AVE ,2737.03, 
29 N LINDENWOOD ST ,2642.87, 
29 SOLAR WAY ,1041.45, 
2900 JUDSON ST ,7160.49, 
2900 N FAIRHILL ST ,2596.22, 
2901 CECIL B MOORE AVE ,1684.65, 
2901 FOX ST ,150537.02, 
2901 N 27TH ST ,4084.63, 
2901 S RANDOLPH ST ,5938.18, 
2902 KENSINGTON AVE ,1131.59, 
2903 N FAIRHILL ST ,1493.63, 
